gen_id,gen_adi,WT_1,WT_2,WT_3,KO_1,KO_2,KO_3
ENSMUSG00000002372.10,Ranbp3,1786,1307,5207,1667,2874,1688
ENSMUSG00000002379.8,Ndufa11,1351,1711,2104,1049,1562,1500
ENSMUSG00000002384.3,Bmp8b,4,4,23,21,33,30
ENSMUSG00000002393.15,Nr2f6,198,198,592,179,258,271
ENSMUSG00000002395.15,Use1,875,839,1991,806,1255,1019
ENSMUSG00000002396.9,Ocel1,296,348,817,304,419,276
ENSMUSG00000002409.19,Dyrk1b,51,68,242,137,207,117
ENSMUSG00000002413.16,Braf,353,161,804,415,502,404
ENSMUSG00000002416.14,Ndufb2,820,898,1629,579,773,621
ENSMUSG00000002428.13,Hltf,328,163,584,334,426,347
ENSMUSG00000002455.15,Prpf6,1565,1277,3815,2452,4208,2920
ENSMUSG00000002458.14,Rgs19,121,121,326,215,277,183
ENSMUSG00000002459.18,Rgs20,2,0,5,2,2,1
ENSMUSG00000002475.17,Abhd3,30,4,134,16,30,31
ENSMUSG00000002477.6,Snrpd1,2828,3487,5062,1831,2643,2798
ENSMUSG00000002486.16,Tchp,227,173,761,289,484,263
ENSMUSG00000002489.17,Tiam1,75,58,538,161,343,213
ENSMUSG00000002496.11,Tsc2,620,557,1888,1038,1755,882
ENSMUSG00000002500.16,Rpl3l,1,3,3,3,6,0
ENSMUSG00000002504.16,Nherf2,77,139,304,131,179,231
ENSMUSG00000002524.18,Puf60,2574,2258,6614,2278,3849,2557
ENSMUSG00000002546.18,Golga2,591,471,2026,780,1555,851
ENSMUSG00000002550.17,Uck1,506,419,1042,547,935,567
ENSMUSG00000002565.17,Scin,4,0,4,0,6,4
ENSMUSG00000002578.19,Ikzf4,21,19,129,96,106,79
ENSMUSG00000002580.8,Mien1,350,378,608,359,480,526
ENSMUSG00000002588.14,Pon1,33,20,30,5,13,15
ENSMUSG00000002602.17,Axl,342,230,1152,248,394,276
ENSMUSG00000002603.16,Tgfb1,971,1079,3434,1785,2369,2157
ENSMUSG00000002608.9,Ccdc97,569,424,2144,829,1408,728
ENSMUSG00000002617.15,Zfp40,14,9,29,37,41,46
ENSMUSG00000002625.11,Akap8l,723,545,1978,1056,1808,894
ENSMUSG00000002633.5,Shh,0,0,0,0,0,0
ENSMUSG00000002635.12,Pdcd2l,275,220,509,347,472,301
ENSMUSG00000002658.10,Gtf2f1,2176,2175,6157,2299,4419,2758
ENSMUSG00000002660.9,Clpp,1074,1091,2073,715,1151,991
ENSMUSG00000002661.15,Alkbh7,206,221,391,184,238,244
ENSMUSG00000002664.3,Pspn,2,1,1,1,9,2
ENSMUSG00000002668.9,Dennd1c,26,20,108,89,97,60
ENSMUSG00000002679.15,Med6,504,447,1079,372,491,450
ENSMUSG00000002688.9,Prkd1,13,12,78,18,11,13
ENSMUSG00000002699.14,Lcp2,214,228,452,341,340,551
ENSMUSG00000002718.15,Cse1l,1881,1088,3239,1699,2653,1726
ENSMUSG00000002728.15,Naa20,612,438,826,550,652,557
ENSMUSG00000002731.7,Prkra,116,134,147,219,226,329
ENSMUSG00000002732.15,Fkbp7,15,16,51,23,39,21
ENSMUSG00000002733.9,Plekha3,112,315,227,141,202,138
ENSMUSG00000002741.10,Ykt6,1312,845,3548,1323,1905,1111
ENSMUSG00000002748.8,Baz1b,2702,1749,9045,2167,4293,2474
ENSMUSG00000002763.17,Pex6,551,552,1946,688,1039,850
ENSMUSG00000002767.14,Mrpl2,1261,1489,3237,979,1699,1506
ENSMUSG00000002768.9,Mea1,756,720,2110,672,1215,932
ENSMUSG00000002769.10,Gnmt,80,78,118,19,43,32
ENSMUSG00000002771.13,Grin2d,3,7,26,17,18,7
ENSMUSG00000002778.15,Kdelr1,643,731,2069,883,1171,967
ENSMUSG00000002781.20,Tmem143,102,101,265,124,190,178
ENSMUSG00000002791.19,Pdxk-ps,0,0,0,0,1,0
ENSMUSG00000002797.10,Ggct,48,57,181,57,92,66
ENSMUSG00000002799.7,Jag2,7,13,46,33,67,44
ENSMUSG00000002803.15,Btbd6,107,110,322,107,183,141
ENSMUSG00000002804.5,Nudt14,171,239,323,299,482,371
ENSMUSG00000002808.8,Epdr1,205,107,361,35,108,36
ENSMUSG00000002812.5,Flii,774,553,2181,1250,2118,1157
ENSMUSG00000002814.16,Top3a,223,150,602,175,307,168
ENSMUSG00000002820.7,Atg4d,1749,1348,4773,840,1302,758
ENSMUSG00000002825.9,Qtrt1,351,376,784,284,415,314
ENSMUSG00000002831.16,Plin4,1,0,0,2,0,1
ENSMUSG00000002833.12,Hdgfl2,1337,1491,3982,1430,2596,1271
ENSMUSG00000002835.10,Chaf1a,2339,1567,9661,2211,4393,2248
ENSMUSG00000002844.10,Adprh,653,522,2283,881,1487,932
ENSMUSG00000002845.15,Tmem39a,326,201,808,340,468,376
ENSMUSG00000002846.10,Timmdc1,320,370,847,335,524,432
ENSMUSG00000002847.8,Pla1a,120,83,456,113,148,137
ENSMUSG00000002870.9,Mcm2,7012,4830,19962,5512,11315,5590
ENSMUSG00000002871.15,Tpra1,736,812,1792,1178,1654,1182
ENSMUSG00000002881.15,Nab1,216,154,560,629,889,565
ENSMUSG00000002885.15,Adgre5,220,154,652,526,772,472
ENSMUSG00000002897.6,Il17ra,354,295,1434,680,926,558
ENSMUSG00000002900.18,Lamb1,47,91,377,213,510,301
ENSMUSG00000002908.19,Kcnn1,28,20,53,79,134,79
ENSMUSG00000002910.12,Arrdc2,645,438,1606,267,456,150
ENSMUSG00000002930.7,Ppp1r17,0,0,0,0,0,0
ENSMUSG00000002944.16,Cd36,282,235,559,162,211,429
ENSMUSG00000002948.20,Map2k7,587,423,2182,817,1467,733
ENSMUSG00000002949.16,Timm44,1332,1215,3875,1230,1980,1592
ENSMUSG00000002957.12,Ap2a2,3548,2747,8906,2688,4870,3055
ENSMUSG00000002963.18,Pnkp,494,421,1243,669,917,466
ENSMUSG00000002968.10,Med25,836,728,3350,1216,2213,1136
ENSMUSG00000002980.15,Bcam,57,82,481,151,181,141
ENSMUSG00000002981.11,Clptm1,1308,1142,5403,1534,2591,1413
ENSMUSG00000002983.19,Relb,19,26,86,165,235,178
ENSMUSG00000002984.18,Tomm40,1391,1043,5773,1158,2104,1148
ENSMUSG00000002985.17,Apoe,7534,7979,36368,7466,12694,11921
ENSMUSG00000002992.18,Apoc2,1998,2600,5390,1022,1749,2012
ENSMUSG00000002996.18,Hbp1,813,419,1204,944,1256,877
ENSMUSG00000002997.16,Prkar2b,2733,1771,4464,3830,6589,3733
ENSMUSG00000003031.15,Cdkn1b,928,547,3015,849,1139,853
ENSMUSG00000003032.9,Klf4,7,15,60,17,25,16
ENSMUSG00000003033.16,Ap1m1,855,663,2127,895,1583,836
ENSMUSG00000003037.17,Rab8a,1508,1170,3908,1128,1960,1307
ENSMUSG00000003038.16,Hmgn2,5041,5098,8850,3813,5163,5008
ENSMUSG00000003039.10,Fam32a,1734,1586,3726,1368,2211,1551
ENSMUSG00000003051.14,Elf3,6,4,22,6,13,10
ENSMUSG00000003053.18,Cyp2c29,0,0,0,0,0,1
ENSMUSG00000003062.14,Stard3nl,198,120,285,163,232,187
ENSMUSG00000003068.18,Stk11,3337,2879,10690,5419,9273,4235
ENSMUSG00000003070.7,Efna2,3,16,28,16,14,14
ENSMUSG00000003072.16,Atp5f1d,3190,3906,6390,3064,4867,3625
ENSMUSG00000003099.12,Ppp5c,927,603,3089,1048,1868,975
ENSMUSG00000003119.15,Cdk12,409,275,1355,450,821,425
ENSMUSG00000003123.16,Lipe,40,31,171,90,119,65
ENSMUSG00000003131.8,Pafah1b2,1836,1253,3847,1425,2200,1683
ENSMUSG00000003134.11,Tbc1d8,103,79,297,249,340,250
ENSMUSG00000003135.16,Cnot11,518,461,1045,515,800,564
ENSMUSG00000003153.11,Slc2a3,693,670,1731,2759,3152,2613
ENSMUSG00000003154.17,Foxj2,105,165,406,383,563,331
ENSMUSG00000003161.16,Sri,1836,1651,4071,2729,3516,2897
ENSMUSG00000003166.21,Dgcr2,543,417,1837,711,1302,636
ENSMUSG00000003184.16,Irf3,755,627,1912,843,1154,863
ENSMUSG00000003190.13,Bcl2l12,124,169,312,167,262,208
ENSMUSG00000003198.11,Zfp959,77,66,130,87,108,90
ENSMUSG00000003199.17,Mpnd,191,239,523,329,519,475
ENSMUSG00000003200.11,Sh3gl1,491,379,1333,654,933,508
ENSMUSG00000003206.8,Ebi3,41,51,81,70,87,78
ENSMUSG00000003208.10,Yju2,181,147,447,201,363,199
ENSMUSG00000003226.8,Ranbp2,2876,938,7159,2239,3564,2696
ENSMUSG00000003227.5,Edar,0,0,0,0,0,0
ENSMUSG00000003228.10,Grk5,130,107,366,177,287,180
ENSMUSG00000003233.13,Dvl3,355,242,1439,674,1030,603
ENSMUSG00000003234.17,Abcf3,972,708,2073,1151,1742,1255
ENSMUSG00000003235.14,Eif2b5,1359,1129,2681,1938,3321,1905
ENSMUSG00000003269.20,Cyth2,481,422,1733,729,1065,682
ENSMUSG00000003271.18,Sult2b1,1,4,6,0,1,4
ENSMUSG00000003273.15,Car11,1,1,11,3,3,4
ENSMUSG00000003279.18,Dlgap1,0,1,0,1,1,0
ENSMUSG00000003282.10,Plag1,37,4,131,45,100,76
ENSMUSG00000003283.16,Hck,109,98,243,115,119,110
ENSMUSG00000003299.11,Mrpl4,768,614,1392,566,906,577
ENSMUSG00000003308.16,Keap1,825,731,2480,995,1656,958
ENSMUSG00000003309.15,Ap1m2,0,0,1,3,2,2
ENSMUSG00000003316.15,Glg1,491,259,2351,799,1573,736
ENSMUSG00000003341.10,Atp8b3,0,0,5,3,4,3
ENSMUSG00000003344.16,Btbd2,200,148,680,341,576,324
ENSMUSG00000003345.17,Csnk1g2,1166,1080,4094,1392,2430,1388
ENSMUSG00000003346.15,Abhd17a,864,901,2546,946,1601,956
ENSMUSG00000003348.11,Mob3a,565,435,1158,969,1497,923
ENSMUSG00000003352.15,Cacnb3,9,16,50,31,51,29
ENSMUSG00000003354.7,Ccdc65,0,1,0,2,3,0
ENSMUSG00000003355.8,Fkbp11,413,423,1428,230,505,440
ENSMUSG00000003360.16,Ddx23,2008,1371,6541,2043,4173,2065
ENSMUSG00000003363.16,Pld3,1273,1202,2938,564,831,564
ENSMUSG00000003378.10,Grik5,142,104,653,413,649,363
ENSMUSG00000003379.8,Cd79a,39,26,61,21,49,37
ENSMUSG00000003380.12,Rabac1,704,833,2042,849,1146,1240
ENSMUSG00000003382.19,Etv3,122,49,527,258,457,250
ENSMUSG00000003402.15,Prkcsh,1065,1079,4175,1361,2603,1577
ENSMUSG00000003410.9,Elavl3,1,1,2,2,2,0
ENSMUSG00000003411.11,Rab3b,2,4,7,5,13,8
ENSMUSG00000003418.12,St8sia6,0,0,6,1,2,5
ENSMUSG00000003420.9,Fcgrt,438,582,1274,318,472,597
ENSMUSG00000003421.14,Nosip,598,509,1607,582,1102,620
ENSMUSG00000003423.16,Pih1d1,681,770,1207,667,942,932
ENSMUSG00000003429.12,Rps11,11936,13708,22313,10342,14313,14067
ENSMUSG00000003435.10,Supt5,1345,679,6045,1892,3872,1461
ENSMUSG00000003436.12,Dll3,0,1,0,0,1,0
ENSMUSG00000003437.15,Paf1,799,886,2332,951,1812,1349
ENSMUSG00000003438.18,Timm50,1555,1479,4575,1169,1747,1325
ENSMUSG00000003444.9,Med29,350,381,601,341,526,397
ENSMUSG00000003452.16,Bicd1,32,86,106,30,33,44
ENSMUSG00000003458.13,Ncstn,391,234,1679,862,1193,638
ENSMUSG00000003464.14,Pex19,637,465,1650,827,1166,886
ENSMUSG00000003469.10,Phyhip,95,72,348,2,2,2
ENSMUSG00000003476.17,Crhr2,2,4,27,4,14,2
ENSMUSG00000003477.6,Inmt,4,2,5,0,2,0
ENSMUSG00000003484.5,Cyp4f18,3,7,16,16,16,3
ENSMUSG00000003500.14,Impdh1,150,130,589,176,303,238
ENSMUSG00000003505.16,Psg18,0,0,0,0,0,0
ENSMUSG00000003518.14,Dusp3,101,137,303,171,200,359
ENSMUSG00000003526.13,Prodh,95,91,401,209,332,231
ENSMUSG00000003527.10,Ess2,259,226,909,372,626,371
ENSMUSG00000003528.16,Slc25a1,844,741,2637,1218,1881,1341
ENSMUSG00000003531.16,Dgcr6,327,386,707,349,520,505
ENSMUSG00000003534.18,Ddr1,7,15,88,26,66,25
ENSMUSG00000003541.7,Ier3,614,464,989,163,216,208
ENSMUSG00000003545.4,Fosb,0,0,5,4,11,5
ENSMUSG00000003546.11,Klc4,147,130,448,292,494,288
ENSMUSG00000003549.10,Ercc1,106,61,314,129,208,110
ENSMUSG00000003555.9,Cyp17a1,0,2,2,1,1,1
ENSMUSG00000003559.9,As3mt,222,203,463,363,498,444
ENSMUSG00000003573.16,Homer3,142,209,550,459,558,610
ENSMUSG00000003575.14,Crtc1,163,161,870,451,1055,372
ENSMUSG00000003581.15,Rnf215,104,94,315,172,250,129
ENSMUSG00000003585.14,Sec14l2,133,122,567,74,132,125
ENSMUSG00000003604.15,Aven,585,685,1690,515,797,711
ENSMUSG00000003617.17,Cp,49,50,410,137,128,74
ENSMUSG00000003623.5,Crot,475,324,792,410,607,615
ENSMUSG00000003644.18,Rps6ka1,237,181,811,484,651,348
ENSMUSG00000003657.10,Calb2,0,0,1,0,0,0
ENSMUSG00000003660.11,Snrnp200,2508,1454,7009,2697,5676,2555
ENSMUSG00000003662.11,Ciao1,804,680,1238,681,1023,855
ENSMUSG00000003665.8,Has1,0,0,0,2,0,0
ENSMUSG00000003680.17,Taf6l,304,209,743,344,579,322
ENSMUSG00000003721.15,Insig2,218,178,394,306,367,311
ENSMUSG00000003731.14,Kpna6,694,487,1748,834,1404,793
ENSMUSG00000003746.17,Man1a,666,285,1887,285,418,365
ENSMUSG00000003752.10,Itpkc,61,56,213,93,158,80
ENSMUSG00000003762.14,Coq8b,183,181,625,287,389,291
ENSMUSG00000003778.15,Brd8,1676,1404,3988,1844,2861,1740
ENSMUSG00000003779.17,Kif20a,2129,964,5369,1618,2993,1385
ENSMUSG00000003808.19,Farsa,1896,1681,4862,1500,2487,1796
ENSMUSG00000003809.15,Gcdh,876,578,1507,1228,1747,911
ENSMUSG00000003810.15,Mast2,747,512,3214,662,1313,593
ENSMUSG00000003812.14,Dnase2a,498,472,961,590,761,553
ENSMUSG00000003813.16,Rad23a,5521,4281,13660,1095,2178,1214
ENSMUSG00000003814.9,Calr,10712,7923,38352,9410,17760,9927
ENSMUSG00000003824.13,Syce2,1028,1025,1653,602,752,681
ENSMUSG00000003847.17,Nfat5,225,175,726,420,537,382
ENSMUSG00000003848.15,Nob1,793,550,1446,675,954,691
ENSMUSG00000003849.9,Nqo1,249,176,406,237,360,114
ENSMUSG00000003863.19,Ppfia3,2,7,10,13,34,9
ENSMUSG00000003865.17,Gys1,87,95,282,330,446,313
ENSMUSG00000003868.15,Ruvbl2,2103,1539,5589,1713,3177,2192
ENSMUSG00000003872.10,Lin7b,1,1,4,0,1,1
ENSMUSG00000003873.12,Bax,1358,1170,3184,1375,1992,1408
ENSMUSG00000003882.6,Il7r,28,30,112,53,51,36
ENSMUSG00000003923.15,Tfam,974,664,1625,722,920,880
ENSMUSG00000003929.12,Zfp81,101,81,317,168,197,164
ENSMUSG00000003934.6,Efnb3,48,36,111,46,61,50
ENSMUSG00000003948.18,Mmd,80,98,214,138,170,230
ENSMUSG00000003949.17,Hlf,76,65,182,67,94,86
ENSMUSG00000003955.9,Fam162a,1096,1150,1749,1277,1771,2030
ENSMUSG00000003970.10,Rpl8,24042,25518,55506,14846,23176,22191
ENSMUSG00000003974.7,Grm3,0,0,1,1,0,0
ENSMUSG00000003992.16,Ssbp2,565,482,1237,986,1528,927
ENSMUSG00000004018.10,Fancl,711,555,1095,274,355,331
ENSMUSG00000004031.14,Brinp2,4,0,26,1,6,6
ENSMUSG00000004032.11,Gstm5,2058,2167,2983,1644,2013,1862
ENSMUSG00000004035.13,Gstm7,81,91,159,40,62,77
ENSMUSG00000004038.10,Gstm3,8,10,8,12,4,15
ENSMUSG00000004040.17,Stat3,519,395,1738,1230,2046,1155
ENSMUSG00000004043.15,Stat5a,298,151,959,300,589,334
ENSMUSG00000004044.10,Cavin1,288,461,966,547,912,1307
ENSMUSG00000004054.10,Map3k11,496,382,1613,584,857,606
ENSMUSG00000004056.17,Akt2,1650,1416,5438,1885,3170,2075
ENSMUSG00000004069.18,Dnaja3,852,559,1898,709,1177,925
ENSMUSG00000004070.16,Hmox2,575,521,1065,557,764,693
ENSMUSG00000004071.14,Cdip1,358,285,753,459,661,570
ENSMUSG00000004085.15,Map3k20,448,351,998,291,403,338
ENSMUSG00000004096.10,Cwc15,1096,943,2528,766,1320,1121
ENSMUSG00000004098.8,Col5a3,2,1,11,6,11,3
ENSMUSG00000004099.17,Dnmt1,3301,1748,14705,2963,6445,2385
ENSMUSG00000004100.13,Ppan,1908,2026,5429,1795,3260,1996
ENSMUSG00000004105.9,Angptl2,19,19,86,25,74,38
ENSMUSG00000004110.19,Cacna1e,31,23,431,61,103,53
ENSMUSG00000004113.20,Cacna1b,2,3,3,2,3,0
ENSMUSG00000004127.13,Trmt10a,249,169,446,186,294,208
ENSMUSG00000004151.18,Etv1,9,19,35,14,8,16
ENSMUSG00000004187.12,Kifc2,27,31,92,110,135,102
ENSMUSG00000004207.16,Psap,4882,4189,17171,7098,9372,6228
ENSMUSG00000004221.17,Ikbkg,589,428,1373,678,1105,590
ENSMUSG00000004231.17,Pax2,0,0,1,0,1,0
ENSMUSG00000004233.15,Wars2,154,113,268,162,235,139
ENSMUSG00000004263.16,Atn1,86,73,564,221,347,267
ENSMUSG00000004264.18,Phb2,4351,4095,16029,3540,6582,4353
ENSMUSG00000004266.16,Ptpn6,501,469,1384,712,876,642
ENSMUSG00000004267.17,Eno2,7,10,33,107,96,118
ENSMUSG00000004268.12,Emg1,3008,2717,5081,1892,2866,2683
ENSMUSG00000004270.14,Lpcat3,883,627,3391,981,1392,792
ENSMUSG00000004285.13,Atp6v1f,1174,1308,2476,1007,1369,1652
ENSMUSG00000004296.15,Il12b,0,0,0,0,0,0
ENSMUSG00000004317.15,Clcn5,169,156,616,189,318,264
ENSMUSG00000004319.16,Clcn3,2235,1342,4494,2046,2898,1949
ENSMUSG00000004328.16,Hif3a,803,646,2890,610,1243,619
ENSMUSG00000004341.9,Gpx6,0,0,0,0,0,0
ENSMUSG00000004344.13,Gpx5,0,0,0,0,0,0
ENSMUSG00000004347.18,Pde1c,17,11,31,18,24,28
ENSMUSG00000004356.9,Utp20,576,391,1795,481,910,681
ENSMUSG00000004359.17,Spic,120,186,170,57,72,86
ENSMUSG00000004360.10,9330159F19Rik,0,4,3,0,1,0
ENSMUSG00000004364.15,Cul3,1158,785,2695,1245,2053,1242
ENSMUSG00000004366.5,Sst,0,0,0,0,0,0
ENSMUSG00000004371.16,Il11,4,10,8,9,10,11
ENSMUSG00000004383.19,Large1,22,25,80,57,76,97
ENSMUSG00000004393.11,Ddx56,808,829,1771,826,1177,888
ENSMUSG00000004394.13,Tmed4,394,350,1153,529,663,511
ENSMUSG00000004415.16,Col26a1,5,12,16,7,76,6
ENSMUSG00000004446.13,Bid,361,248,497,430,667,450
ENSMUSG00000004451.15,Ralb,312,374,727,745,943,1180
ENSMUSG00000004455.17,Ppp1cc,4978,4088,11529,3397,5861,4311
ENSMUSG00000004460.18,Dnajb11,1284,1220,4958,1361,2290,1472
ENSMUSG00000004462.8,Tbccd1,848,613,1168,400,513,409
ENSMUSG00000004473.11,Clec11a,13,4,21,13,14,15
ENSMUSG00000004500.10,Zfp324,262,176,440,98,259,106
ENSMUSG00000004508.7,Gab2,163,107,513,152,281,270
ENSMUSG00000004530.13,Coro1c,1025,1053,3543,1242,1862,1777
ENSMUSG00000004535.13,Tax1bp1,2162,1476,4769,1693,2625,1854
ENSMUSG00000004540.8,Psg17,0,0,0,0,0,0
ENSMUSG00000004542.16,Psg19,0,5,13,5,5,4
ENSMUSG00000004552.17,Ctse,3825,2354,6378,2261,3682,1931
ENSMUSG00000004558.16,Ndrg2,124,132,299,240,248,323
ENSMUSG00000004561.15,Mettl17,296,259,715,255,438,325
ENSMUSG00000004562.17,Arhgef40,177,195,781,580,941,437
ENSMUSG00000004565.16,Pnpla6,406,297,1243,465,681,425
ENSMUSG00000004567.17,Mcoln1,280,244,1070,567,751,489
ENSMUSG00000004568.14,Arhgef18,186,161,661,284,455,247
ENSMUSG00000004591.17,Pkn2,1637,906,3474,769,1206,784
ENSMUSG00000004609.12,Cd33,42,25,142,140,113,77
ENSMUSG00000004610.5,Etfb,2054,2825,3404,1734,2618,2887
ENSMUSG00000004612.10,Nkg7,23,17,40,37,50,24
ENSMUSG00000004626.15,Stxbp2,1418,1215,4059,2648,3860,2379
ENSMUSG00000004630.19,Pcp2,5,15,14,15,8,7
ENSMUSG00000004631.16,Sgce,67,84,481,111,178,181
ENSMUSG00000004633.18,Chn2,31,41,95,53,45,40
ENSMUSG00000004637.16,Wwox,82,58,236,72,136,94
ENSMUSG00000004642.14,Slbp,6946,4055,10651,2847,4122,3283
ENSMUSG00000004651.7,Tyr,31,48,23,7,28,27
ENSMUSG00000004654.7,Ghrhr,0,0,4,0,0,0
ENSMUSG00000004655.6,Aqp1,2420,1815,4783,345,417,669
ENSMUSG00000004661.16,Arid3b,314,244,899,466,772,471
ENSMUSG00000004665.11,Cnn2,420,569,1390,917,1132,1374
ENSMUSG00000004667.19,Polr2e,1595,1616,3351,1244,1984,1530
ENSMUSG00000004668.15,Abca13,9,0,27,14,29,16
ENSMUSG00000004677.19,Myo9b,647,531,2870,882,1613,879
ENSMUSG00000004698.12,Hdac9,30,22,75,38,36,62
ENSMUSG00000004707.15,Ly9,61,53,164,86,97,84
ENSMUSG00000004709.15,Cd244a,7,4,12,14,12,5
ENSMUSG00000004730.16,Adgre1,352,212,714,147,176,148
ENSMUSG00000004748.6,Mtfp1,521,503,1515,353,605,429
ENSMUSG00000004768.15,Rab23,118,65,317,83,132,91
ENSMUSG00000004771.13,Rab11a,1195,1403,1434,1173,1354,1532
ENSMUSG00000004788.12,Eif2b2,716,543,2189,784,1314,634
ENSMUSG00000004789.11,Dlst,3483,2675,9184,3292,5420,3515
ENSMUSG00000004791.8,Pgf,1,7,10,3,4,8
ENSMUSG00000004798.15,Ulk2,117,94,290,290,424,279
ENSMUSG00000004814.11,Ccl24,37,75,71,24,50,42
ENSMUSG00000004815.13,Dgkq,100,26,487,165,355,146
ENSMUSG00000004821.2,Tmed11,0,0,0,0,0,0
ENSMUSG00000004837.3,Grap,47,83,138,67,86,143
ENSMUSG00000004842.20,Pou1f1,4,33,33,2,12,4
ENSMUSG00000004843.8,Chmp2b,252,220,427,303,409,445
ENSMUSG00000004846.11,Plod3,540,566,2955,886,1149,924
ENSMUSG00000004849.15,Ap1s1,1315,1246,3596,1141,1627,1674
ENSMUSG00000004864.14,Mapk13,36,30,73,73,95,44
ENSMUSG00000004865.17,Srpk1,1216,1102,2847,1166,1819,1167
ENSMUSG00000004872.16,Pax3,0,0,1,0,0,0
ENSMUSG00000004880.12,Lbr,5192,2984,12813,2164,3376,1989
ENSMUSG00000004885.6,Crabp2,2,6,3,4,12,5
ENSMUSG00000004891.17,Nes,83,111,381,193,347,359
ENSMUSG00000004892.14,Bcan,0,1,0,2,0,0
ENSMUSG00000004894.11,Hapln2,0,0,0,0,0,0
ENSMUSG00000004895.10,Prcc,771,908,3139,951,1518,1023
ENSMUSG00000004896.17,Mettl25b,251,223,726,549,800,480
ENSMUSG00000004897.18,Hdgf,10309,9174,39466,9933,17416,13955
ENSMUSG00000004902.8,Slc25a18,10,8,18,6,15,3
ENSMUSG00000004929.13,Thop1,980,862,2226,817,1464,970
ENSMUSG00000004931.12,Apba3,276,246,890,475,856,520
ENSMUSG00000004933.18,Matk,36,32,74,85,78,76
ENSMUSG00000004934.15,Pias4,510,395,1671,609,1082,590
ENSMUSG00000004936.9,Map2k1,437,307,1004,810,1273,1019
ENSMUSG00000004937.7,Sgta,977,1107,2426,1164,1862,1384
ENSMUSG00000004939.8,Nmrk2,0,3,7,1,2,2
ENSMUSG00000004945.16,Tmem242,555,538,1928,497,809,718
ENSMUSG00000004947.16,Dtx2,112,101,393,231,358,239
ENSMUSG00000004948.13,Zp3,0,0,0,0,1,0
ENSMUSG00000004951.11,Hspb1,8,17,24,16,22,24
ENSMUSG00000004952.14,Rasa4,48,47,130,60,48,41
ENSMUSG00000004961.8,Syt5,6,6,22,22,49,32
ENSMUSG00000004980.17,Hnrnpa2b1,30298,19949,78284,22177,33117,29610
ENSMUSG00000004988.10,Fxyd4,0,0,1,0,0,0
ENSMUSG00000004994.13,Yju2b,104,106,233,146,227,135
ENSMUSG00000004996.10,Mri1,230,258,571,207,364,311
ENSMUSG00000005034.16,Prkacb,341,193,682,452,698,544
ENSMUSG00000005043.14,Sgsh,46,28,197,181,333,123
ENSMUSG00000005045.17,Chd5,1,10,17,6,14,15
ENSMUSG00000005054.8,Cstb,350,416,477,470,502,722
ENSMUSG00000005057.14,Sh2b2,18,21,98,55,86,44
ENSMUSG00000005069.13,Pex5,442,308,1153,587,1009,627
ENSMUSG00000005078.17,Jkamp,157,118,388,261,294,209
ENSMUSG00000005087.18,Cd44,768,553,2108,547,839,577
ENSMUSG00000005089.16,Slc1a2,12,9,69,3,11,8
ENSMUSG00000005102.14,Eif2ak4,232,110,620,272,278,291
ENSMUSG00000005103.13,Wdr1,2020,1693,4387,2985,4249,3378
ENSMUSG00000005107.14,Slc2a9,35,33,128,59,117,57
ENSMUSG00000005124.11,Ccn4,8,6,37,14,23,18
ENSMUSG00000005125.14,Ndrg1,434,348,698,632,566,1115
ENSMUSG00000005131.5,4930550C14Rik,22,6,24,5,4,5
ENSMUSG00000005142.11,Man2b1,415,286,1642,959,1222,582
ENSMUSG00000005148.9,Klf5,35,38,88,32,52,35
ENSMUSG00000005150.17,Wdr83,577,497,1207,635,978,604
ENSMUSG00000005161.16,Prdx2,66935,64563,115493,21092,29992,24292
ENSMUSG00000005198.16,Polr2a,2724,1510,19989,4383,9314,3182
ENSMUSG00000005202.3,Shbg,148,118,492,117,212,170
ENSMUSG00000005204.13,Senp3,1163,977,3053,1407,2069,1466
ENSMUSG00000005220.11,Corin,4,4,11,1,2,0
ENSMUSG00000005225.16,Plekha8,252,221,641,373,571,374
ENSMUSG00000005232.12,G6pc2,0,0,0,0,0,0
ENSMUSG00000005233.17,Spc25,1753,1436,2752,970,1439,1300
ENSMUSG00000005237.15,Dnah2,1,2,2,6,3,4
ENSMUSG00000005251.16,Ripk4,25,19,40,35,36,34
ENSMUSG00000005262.14,Ufd1,911,715,2004,819,1210,928
ENSMUSG00000005267.14,Zfp287,3,7,13,15,10,13
ENSMUSG00000005268.21,Prlr,1,2,3,1,0,0
ENSMUSG00000005299.7,Letm1,745,695,2624,746,1483,781
ENSMUSG00000005312.16,Ubqln1,1598,1385,4715,1875,3172,2265
ENSMUSG00000005320.10,Fgfr4,55,32,405,113,183,76
ENSMUSG00000005338.15,Cadm3,31,14,154,2,5,7
ENSMUSG00000005339.11,Fcer1a,0,0,0,0,0,0
ENSMUSG00000005354.17,Txn2,3746,3830,6647,2032,3057,3364
ENSMUSG00000005355.10,Casp14,0,0,0,0,0,0
ENSMUSG00000005357.10,Slc1a6,1,1,10,4,12,7
ENSMUSG00000005360.15,Slc1a3,8,35,62,11,22,29
ENSMUSG00000005362.15,Crbn,283,110,772,311,506,338
ENSMUSG00000005364.12,Il5ra,1,2,8,10,11,3
ENSMUSG00000005370.5,Msh6,1608,1097,3397,1144,1795,1280
ENSMUSG00000005371.16,Fbxo11,306,184,679,477,765,465
ENSMUSG00000005373.14,Mlxipl,98,94,631,255,318,152
